raw_id,lead_id,sales_exec,assigned_to_user_id_or_blank
2449,5568,,
11948,5157,,
15463,5614,,
9504,5075,,
15464,5614,,
9506,5306,,
5257,5075,,
9075,5075,,
11950,5075,,
4129,5075,,
15465,5614,,
15466,5614,,
15467,5614,,
11952,5159,,
9511,5075,,
15468,5614,,
9513,5075,,
9515,5311,,
15817,5614,,
9514,5310,,
9517,5312,,
15818,5614,,
15819,5614,,
9519,5314,,
15820,5614,,
4574,5075,,
5286,5075,,
2523,5573,,
9521,5315,,
9083,5075,,
15821,5614,,
11958,5075,,
9523,5317,,
15822,5614,,
2531,5574,,
4137,5075,,
11959,5075,,
15823,5614,,
616,5075,,
9528,5075,,
2547,5577,,
15824,5614,,
11960,5075,,
2545,5576,,
15825,5614,,
15826,5614,,
9086,5075,,
2549,5579,,
11961,5075,,
9532,5075,,
9531,5075,,
15827,5614,,
15828,5614,,
11963,5160,,
11964,5075,,
15829,5614,,
15830,5614,,
15831,5614,,
11965,5161,,
11966,5162,,
15832,5614,,
15833,5614,,
15834,5614,,
9092,5075,,
11967,5075,,
15835,5614,,
11969,5075,,
9548,5075,,
15836,5614,,
1079,5075,,
9549,5075,,
9551,5326,,
15837,5614,,
9550,5325,,
9553,5328,,
15838,5614,,
1084,5328,,
15839,5614,,
15840,5614,,
15841,5614,,
15842,5614,,
2646,5585,,
15843,5614,,
11975,5075,,
4154,5075,,
15844,5614,,
9564,5256,,
1097,5177,,
15845,5614,,
